recipe_name|item_url|rank|cooldown_timer|station|vendor|gold|ingredient_names
Vanguards Icy Charm|http://www.wizard101central.com/wiki/Item:Vanguard%27s_Icy_Charm|Visionary Crafter|000:00:30|Equipment Crafting Station|Zasha EmberForge|30,000|[('180', 'Alchemical Extract'), ('30', 'Alchemical Salts'), ('3', 'Alchemical Crystals')]
Vanguards Mythic Charm|http://www.wizard101central.com/wiki/Item:Vanguard%27s_Mythic_Charm|Visionary Crafter|000:00:30|Equipment Crafting Station|Zasha EmberForge|30,000|[('180', 'Alchemical Extract'), ('30', 'Alchemical Salts'), ('3', 'Alchemical Crystals')]
Vanguards Shocking Charm|http://www.wizard101central.com/wiki/Item:Vanguard%27s_Shocking_Charm|Visionary Crafter|000:00:30|Equipment Crafting Station|Zasha EmberForge|30,000|[('180', 'Alchemical Extract'), ('30', 'Alchemical Salts'), ('3', 'Alchemical Crystals')]
Vanguards Vibrant Charm|http://www.wizard101central.com/wiki/Item:Vanguard%27s_Vibrant_Charm|Visionary Crafter|000:00:30|Equipment Crafting Station|Zasha EmberForge|30,000|[('180', 'Alchemical Extract'), ('30', 'Alchemical Salts'), ('3', 'Alchemical Crystals')]
Verdant Beak Bird Bauble|http://www.wizard101central.com/wiki/Item:Verdant_Beak_Bird_Bauble|Transcendent Crafter|036:40:00|Equipment Crafting Station|Yaxche|3,595|[('3', 'Vengeance'), ('3', 'Chimera'), ('15', 'Perfect Citrine'), ('3', 'Sunstone'), ('20', 'Water Lily'), ('4', 'Turquoise')]
Vial of Judgement|http://www.wizard101central.com/wiki/Item:Vial_of_Judgement|Grandmaster Artisan|005:10:00|Equipment Crafting Station|Charlotte Heath|935|[('3', 'Hydra'), ('3', 'Perfect Citrine'), ('3', 'Pristine Vial'), ('12', 'Aether'), ('9', 'Scales'), ('18', 'Fossil')]
Wild Lightning Amulet|http://www.wizard101central.com/wiki/Item:Wild_Lightning_Amulet|Grandmaster Artisan|008:20:00|Grizzleheim Crafting Station|Ingulf the Grower|3,750|[('7', 'Ghost Fire'), ('6', 'Pristine Vial'), ('13', 'Aquamarine'), ('10', 'Black Lotus'), ('12', 'Ancient Scroll')]
Alphoi Brigadier Knife|http://www.wizard101central.com/wiki/Item:Alphoi_Brigadier_Knife|Visionary Crafter|000:00:30|Equipment Crafting Station|Romar|50,000|[('1', 'Hopeful Zanadu Dagger'), ('20', 'Perfect Opal'), ('6', 'Shocked Key'), ('1', 'Pure Aethyr'), ('50', 'Aethyr Dust'), ('7', 'Astral Shard'), ('20', 'Aethyr Ore')]
Alphoi Charger Knife|http://www.wizard101central.com/wiki/Item:Alphoi_Charger_Knife|Visionary Crafter|000:00:30|Equipment Crafting Station|Romar|50,000|[('1', 'Crackling Zanadu Dagger'), ('20', 'Perfect Amethyst'), ('6', 'Shocked Key'), ('1', 'Pure Aethyr'), ('50', 'Aethyr Dust'), ('7', 'Astral Shard'), ('20', 'Aethyr Ore')]
Alphoi Commander Knife|http://www.wizard101central.com/wiki/Item:Alphoi_Commander_Knife|Visionary Crafter|000:00:30|Equipment Crafting Station|Romar|50,000|[('1', 'Illuminated Zanadu Dagger'), ('20', 'Perfect Peridot'), ('6', 'Shocked Key'), ('1', 'Pure Aethyr'), ('50', 'Aethyr Dust'), ('7', 'Astral Shard'), ('20', 'Aethyr Ore')]
Alphoi Defender Knife|http://www.wizard101central.com/wiki/Item:Alphoi_Defender_Knife|Visionary Crafter|000:00:30|Equipment Crafting Station|Romar|50,000|[('1', 'Freezing Zanadu Dagger'), ('20', 'Perfect Sapphire'), ('6', 'Shocked Key'), ('1', 'Pure Aethyr'), ('50', 'Aethyr Dust'), ('7', 'Astral Shard'), ('20', 'Aethyr Ore')]
Alphoi Guerilla Knife|http://www.wizard101central.com/wiki/Item:Alphoi_Guerilla_Knife|Visionary Crafter|000:00:30|Equipment Crafting Station|Romar|50,000|[('1', 'Verdant Zanadu Dagger'), ('20', 'Perfect Jade'), ('6', 'Shocked Key'), ('1', 'Pure Aethyr'), ('50', 'Aethyr Dust'), ('7', 'Astral Shard'), ('20', 'Aethyr Ore')]
Alphoi Saboteur Knife|http://www.wizard101central.com/wiki/Item:Alphoi_Saboteur_Knife|Visionary Crafter|000:00:30|Equipment Crafting Station|Romar|50,000|[('1', 'Immutable Zanadu Dagger'), ('20', 'Perfect Citrine'), ('6', 'Shocked Key'), ('1', 'Pure Aethyr'), ('50', 'Aethyr Dust'), ('7', 'Astral Shard'), ('20', 'Aethyr Ore')]
Alphoi Trooper Knife|http://www.wizard101central.com/wiki/Item:Alphoi_Trooper_Knife|Visionary Crafter|000:00:30|Equipment Crafting Station|Romar|50,000|[('1', 'Blazing Zanadu Dagger'), ('20', 'Perfect Ruby'), ('6', 'Shocked Key'), ('1', 'Pure Aethyr'), ('50', 'Aethyr Dust'), ('7', 'Astral Shard'), ('20', 'Aethyr Ore')]
Alphoi Warrior Knife|http://www.wizard101central.com/wiki/Item:Alphoi_Warrior_Knife|Visionary Crafter|000:00:30|Equipment Crafting Station|Romar|50,000|[('1', 'Grim Zanadu Dagger'), ('20', 'Perfect Onyx'), ('6', 'Shocked Key'), ('1', 'Pure Aethyr'), ('50', 'Aethyr Dust'), ('7', 'Astral Shard'), ('20', 'Aethyr Ore')]
Athame of Infinity|http://www.wizard101central.com/wiki/Item:Athame_of_Infinity|Initiate Crafter|011:25:00|Equipment Crafting Station|Toshio|850|[('2', 'Ruby'), ('2', 'Jade'), ('5', 'Glass Vial'), ('10', 'Bone'), ('15', 'Deep Mushroom')]
Athame of the BlazingWind|http://www.wizard101central.com/wiki/Item:Athame_of_the_BlazingWind|Promethean Crafter|036:40:00|Equipment Crafting Station|Wozina the EdgeCutter|5,395|[('4', 'Steal Charm'), ('4', 'Agave Nectar'), ('4', 'Black Pearl'), ('10', 'Perfect Ruby'), ('1', 'Balanceblade'), ('3', 'Astral Shard'), ('10', 'Fire Elf'), ('1', 'Fireblade')]
Blade of the PhantomKnight|http://www.wizard101central.com/wiki/Item:Blade_of_the_PhantomKnight|Promethean Crafter|036:40:00|Equipment Crafting Station|Wozina the EdgeCutter|4,943|[('2', 'Extraordinary'), ('3', 'Aether'), ('4', 'Black Pearl'), ('20', 'Onyx'), ('15', 'Bone'), ('3', 'Astral Shard'), ('10', 'Blood Moss'), ('1', 'Polymorph Ninja Pig')]
Celestial Dagger|http://www.wizard101central.com/wiki/Item:Celestial_Dagger|Grandmaster Artisan|017:00:00|Equipment Crafting Station|Charlotte Heath|2,803|[('3', 'Ghost Fire'), ('4', 'Pristine Vial'), ('8', 'Aquamarine'), ('14', 'Scales'), ('10', 'Nightshade')]
Celestian Edge|http://www.wizard101central.com/wiki/Item:Celestian_Edge|Grandmaster Artisan|011:50:00|Equipment Crafting Station|Charlotte Heath|1,943|[('2', 'Ghost Fire'), ('3', 'Pristine Vial'), ('9', 'Shell'), ('13', 'Acorn')]
Changeling Knife|http://www.wizard101central.com/wiki/Item:Changeling_Knife|Novice Crafter|002:00:00|Basic Crafting Station|Wul'yahm|149|[('4', 'Sapphire'), ('3', 'Shadow Oil'), ('5', 'Deep Mushroom'), ('6', 'Ore')]
Cinder Mandibles of Sardonyx|http://www.wizard101central.com/wiki/Item:Cinder_Mandibles_of_Sardonyx|Promethean Crafter|036:40:00|Equipment Crafting Station|Wozina the EdgeCutter|4,913|[('2', 'Extraordinary'), ('5', 'Scrap Iron'), ('4', 'Black Pearl'), ('20', 'Ruby'), ('15', 'Ectoplasm'), ('3', 'Astral Shard'), ('10', 'Lava Lily'), ('1', 'Polymorph Elemental (Fire)')]
Conundrum Blade|http://www.wizard101central.com/wiki/Item:Conundrum_Blade|None|001:15:00|Basic Crafting Station|Eudora Tangletree|96|[('4', 'Citrine'), ('3', 'Black Coal'), ('4', 'Mist Wood'), ('2', 'Deep Mushroom')]
Cosmic Kris|http://www.wizard101central.com/wiki/Item:Cosmic_Kris|Grandmaster Artisan|023:20:00|Equipment Crafting Station|Aegeus|3,839|[('8', 'Sniper'), ('5', 'Ghost Fire'), ('6', 'Pristine Vial'), ('10', 'Sunstone'), ('11', 'Golden Pearl'), ('8', 'Fish Fin'), ('11', 'Pearl'), ('8', 'Scales')]
Courtly Dirk|http://www.wizard101central.com/wiki/Item:Courtly_Dirk|Legendary Artisan|036:40:00|Equipment Crafting Station|Shane MacGobhann|4,535|[('7', 'Ghost Fire'), ('10', 'Pristine Vial'), ('17', 'Fossil'), ('5', 'Water Lily'), ('12', 'Ancient Scroll'), ('10', 'Acorn'), ('8', 'Ectoplasm'), ('5', 'Fish Fin')]
Dagger of Absolution|http://www.wizard101central.com/wiki/Item:Dagger_of_Absolution|None|000:01:00|Basic Crafting Station|Eudora Tangletree|64|[('2', 'Sapphire'), ('4', 'Black Coal'), ('2', 'Mist Wood'), ('2', 'Cat Tail')]
Delightful Artisan Knife|http://www.wizard101central.com/wiki/Item:Delightful_Artisan_Knife|Revered Crafter|000:00:30|Equipment Crafting Station|Johann|60,000|"[('1', 'Wunderbar Artisan Knife'), ('50', 'Perfect Peridot'), ('8', 'Karamelle Chunk'), ('30', 'Pretzel Sticks'), ('3', ""Witch's House Call (1,035-1,175)"")]"
Delightful Dreamsearcher Knife|http://www.wizard101central.com/wiki/Item:Delightful_Dreamsearcher_Knife|Revered Crafter|000:00:30|Equipment Crafting Station|Johann|60,000|[('1', 'Wunderbar Dreamsearcher Knife'), ('50', 'Perfect Citrine'), ('8', 'Karamelle Chunk'), ('30', 'Pretzel Sticks'), ('3', 'Nested Fury (805-970-1,050)')]
Delightful Freshbaker Knife|http://www.wizard101central.com/wiki/Item:Delightful_Freshbaker_Knife|Revered Crafter|000:00:30|Equipment Crafting Station|Johann|60,000|[('1', 'Wunderbar Freshbaker Knife'), ('50', 'Perfect Ruby'), ('8', 'Karamelle Chunk'), ('30', 'Pretzel Sticks'), ('3', 'Raging Bull (705-825)')]
Delightful Sciencer Knife|http://www.wizard101central.com/wiki/Item:Delightful_Sciencer_Knife|Revered Crafter|000:00:30|Equipment Crafting Station|Johann|60,000|"[('1', 'Wunderbar Sciencer Knife'), ('50', 'Perfect Amethyst'), ('8', 'Karamelle Chunk'), ('30', 'Pretzel Sticks'), ('3', ""Rusalka's Wrath (1,350)"")]"
Delightful Sentamental Knife|http://www.wizard101central.com/wiki/Item:Delightful_Sentamental_Knife|Revered Crafter|000:00:30|Equipment Crafting Station|Johann|60,000|[('1', 'Wunderbar Sentamentalist Knife'), ('50', 'Perfect Onyx'), ('8', 'Karamelle Chunk'), ('30', 'Pretzel Sticks'), ('3', 'Winged Sorrow (800-980)')]
Delightful Sweetsmith Knife|http://www.wizard101central.com/wiki/Item:Delightful_Sweetsmith_Knife|Revered Crafter|000:00:30|Equipment Crafting Station|Johann|60,000|[('1', 'Wunderbar Sweetsmith Knife'), ('50', 'Perfect Jade'), ('8', 'Karamelle Chunk'), ('30', 'Pretzel Sticks'), ('3', 'Wings of Fate (75+375)')]
Delightful Wonderneer Knife|http://www.wizard101central.com/wiki/Item:Delightful_Wonderneer_Knife|Revered Crafter|000:00:30|Equipment Crafting Station|Johann|60,000|[('1', 'Wunderbar Wonderneer Knife'), ('50', 'Perfect Sapphire'), ('8', 'Karamelle Chunk'), ('30', 'Pretzel Sticks'), ('3', 'Snowball Barrage (95)')]
Diplomatic Dagger|http://www.wizard101central.com/wiki/Item:Diplomatic_Dagger|Grandmaster Artisan|013:40:00|Equipment Crafting Station|Charlotte Heath|2,267|[('3', 'Ghost Fire'), ('4', 'Pristine Vial'), ('6', 'Aquamarine'), ('12', 'Scales'), ('8', 'Nightshade')]
Dirk of Defense|http://www.wizard101central.com/wiki/Item:Dirk_of_Defense|Grandmaster Artisan|020:00:00|Equipment Crafting Station|Charlotte Heath|3,310|[('4', 'Ghost Fire'), ('5', 'Pristine Vial'), ('7', 'Sunstone'), ('10', 'Aether'), ('13', 'Kelp'), ('10', 'Pearl'), ('12', 'Fire Blossom')]
Dirk of Unknown Origin|http://www.wizard101central.com/wiki/Item:Dirk_of_Unknown_Origin|Grandmaster Artisan|013:00:00|Equipment Crafting Station|Charlotte Heath|2,153|[('2', 'Ghost Fire'), ('3', 'Pristine Vial'), ('5', 'Aquamarine'), ('11', 'Scales'), ('7', 'Nightshade')]
Dragonspyre Dragoons Dagger|http://www.wizard101central.com/wiki/Item:Dragonspyre_Dragoon%27s_Dagger|Visionary Crafter|000:00:30|Equipment Crafting Station|Zasha EmberForge|50,000|"[('1', ""Dragonspyre Vanguard's Dagger""), ('300', 'Alchemical Extract'), ('50', 'Alchemical Salts'), ('5', 'Alchemical Crystals')]"
Dragonspyre Vanguards Dagger|http://www.wizard101central.com/wiki/Item:Dragonspyre_Vanguard%27s_Dagger|Visionary Crafter|000:00:30|Equipment Crafting Station|Zasha EmberForge|30,000|[('180', 'Alchemical Extract'), ('30', 'Alchemical Salts'), ('3', 'Alchemical Crystals')]
Dragoons Balanced Dagger|http://www.wizard101central.com/wiki/Item:Dragoon%27s_Balanced_Dagger|Visionary Crafter|000:00:30|Equipment Crafting Station|Zasha EmberForge|50,000|"[('1', ""Vanguard's Balanced Dagger""), ('300', 'Alchemical Extract'), ('50', 'Alchemical Salts'), ('5', 'Alchemical Crystals')]"
Dragoons Deadly Dagger|http://www.wizard101central.com/wiki/Item:Dragoon%27s_Deadly_Dagger|Visionary Crafter|000:00:30|Equipment Crafting Station|Zasha EmberForge|50,000|"[('1', ""Vanguard's Deadly Dagger""), ('300', 'Alchemical Extract'), ('50', 'Alchemical Salts'), ('5', 'Alchemical Crystals')]"
Dragoons Fiery Dagger|http://www.wizard101central.com/wiki/Item:Dragoon%27s_Fiery_Dagger|Visionary Crafter|000:00:30|Equipment Crafting Station|Zasha EmberForge|50,000|"[('1', ""Vanguard's Fiery Dagger""), ('300', 'Alchemical Extract'), ('50', 'Alchemical Salts'), ('5', 'Alchemical Crystals')]"
Dragoons Icy Dagger|http://www.wizard101central.com/wiki/Item:Dragoon%27s_Icy_Dagger|Visionary Crafter|000:00:30|Equipment Crafting Station|Zasha EmberForge|50,000|"[('1', ""Vanguard's Icy Dagger""), ('300', 'Alchemical Extract'), ('50', 'Alchemical Salts'), ('5', 'Alchemical Crystals')]"
Dragoons Mythic Dagger|http://www.wizard101central.com/wiki/Item:Dragoon%27s_Mythic_Dagger|Visionary Crafter|000:00:30|Equipment Crafting Station|Zasha EmberForge|50,000|"[('1', ""Vanguard's Mythic Dagger""), ('300', 'Alchemical Extract'), ('50', 'Alchemical Salts'), ('5', 'Alchemical Crystals')]"
Dragoons Shocking Dagger|http://www.wizard101central.com/wiki/Item:Dragoon%27s_Shocking_Dagger|Visionary Crafter|000:00:30|Equipment Crafting Station|Zasha EmberForge|50,000|"[('1', ""Vanguard's Shocking Dagger""), ('300', 'Alchemical Extract'), ('50', 'Alchemical Salts'), ('5', 'Alchemical Crystals')]"
Dragoons Vibrant Dagger|http://www.wizard101central.com/wiki/Item:Dragoon%27s_Vibrant_Dagger|Visionary Crafter|000:00:30|Equipment Crafting Station|Zasha EmberForge|50,000|"[('1', ""Vanguard's Vibrant Dagger""), ('300', 'Alchemical Extract'), ('50', 'Alchemical Salts'), ('5', 'Alchemical Crystals')]"
Edge of Echoes|http://www.wizard101central.com/wiki/Item:Edge_of_Echoes|Grandmaster Artisan|017:20:00|Equipment Crafting Station|Charlotte Heath|2,868|[('3', 'Ghost Fire'), ('4', 'Pristine Vial'), ('9', 'Aquamarine'), ('15', 'Scales'), ('11', 'Nightshade')]
Elders Deep-Desert Athame|http://www.wizard101central.com/wiki/Item:Elder%27s_Deep-Desert_Athame|Promethean Crafter|036:40:00|Equipment Crafting Station|Wozina the EdgeCutter|5,318|[('4', 'Pierce'), ('4', 'Agave Nectar'), ('4', 'Black Pearl'), ('10', 'Perfect Peridot'), ('1', 'Balanceblade'), ('3', 'Astral Shard'), ('10', 'Troll'), ('1', 'Mythblade')]
Elders Razor of Caution|http://www.wizard101central.com/wiki/Item:Elder%27s_Razor_of_Caution|Promethean Crafter|036:40:00|Equipment Crafting Station|Wozina the EdgeCutter|5,563|[('3', 'Bladestorm'), ('5', 'Nightshade'), ('4', 'Black Pearl'), ('10', 'Perfect Citrine'), ('1', 'Elemental Blade'), ('3', 'Astral Shard'), ('10', 'Scorpion'), ('1', 'Spirit Blade')]
Emerald Bear Claw|http://www.wizard101central.com/wiki/Item:Emerald_Bear_Claw|Grandmaster Artisan|013:20:00|Grizzleheim Crafting Station|Ingulf the Grower|3,800|[('4', 'Ghost Fire'), ('7', 'Pristine Vial'), ('10', 'Black Pearl'), ('14', 'Kelp'), ('16', 'Water Lily')]
Empyrean Blade|http://www.wizard101central.com/wiki/Item:Empyrean_Blade|Initiate Crafter|011:25:00|Equipment Crafting Station|Toshio|850|[('4', 'Citrine'), ('5', 'Glass Vial'), ('10', 'Black Lotus'), ('15', 'Cat Tail')]
Esteemed Edge|http://www.wizard101central.com/wiki/Item:Esteemed_Edge|Grandmaster Artisan|015:30:00|Equipment Crafting Station|Charlotte Heath|2,545|[('3', 'Ghost Fire'), ('4', 'Pristine Vial'), ('7', 'Aquamarine'), ('13', 'Scales'), ('9', 'Nightshade')]
Frozen Mandibles of Sardonyx|http://www.wizard101central.com/wiki/Item:Frozen_Mandibles_of_Sardonyx|Promethean Crafter|036:40:00|Equipment Crafting Station|Wozina the EdgeCutter|4,930|[('2', 'Extraordinary'), ('4', 'Agave Nectar'), ('4', 'Black Pearl'), ('20', 'Sapphire'), ('15', 'Spider Silk'), ('3', 'Astral Shard'), ('10', 'Aquamarine'), ('1', 'Colossus')]
Garnet Bear Claw|http://www.wizard101central.com/wiki/Item:Garnet_Bear_Claw|Grandmaster Artisan|013:20:00|Grizzleheim Crafting Station|Ingulf the Grower|3,980|[('4', 'Ghost Fire'), ('7', 'Pristine Vial'), ('6', 'Sunstone'), ('18', 'Fish Fin'), ('16', 'Spring')]
Glistening Edge|http://www.wizard101central.com/wiki/Item:Glistening_Edge|Grandmaster Artisan|009:10:00|Equipment Crafting Station|Charlotte Heath|1,503|[('2', 'Ghost Fire'), ('3', 'Pristine Vial'), ('8', 'Shell'), ('10', 'Acorn')]
Golden Eagles Razor Beak|http://www.wizard101central.com/wiki/Item:Golden_Eagle%27s_Razor_Beak|Transcendent Crafter|036:40:00|Equipment Crafting Station|Yaxche|4,695|[('1', 'Extraordinary'), ('1', 'Ra'), ('25', 'Shadow Oil'), ('4', 'Agave Nectar'), ('20', 'Parchment'), ('10', 'Ore'), ('4', 'Diamond'), ('6', 'Turquoise')]
Green Edge of Midnight Moon|http://www.wizard101central.com/wiki/Item:Green_Edge_of_Midnight_Moon|Transcendent Crafter|036:40:00|Equipment Crafting Station|Yaxche|4,692|[('1', 'Extraordinary'), ('1', 'Forest Lord'), ('25', 'Black Coal'), ('5', 'Agave Nectar'), ('20', 'Parchment'), ('10', 'Ore'), ('5', 'Nightshade'), ('4', 'Turquoise')]
Hopper Blade of Sandstorms|http://www.wizard101central.com/wiki/Item:Hopper_Blade_of_Sandstorms|Promethean Crafter|036:40:00|Equipment Crafting Station|Wozina the EdgeCutter|5,453|[('4', 'Disarm'), ('5', 'Scrap Iron'), ('4', 'Black Pearl'), ('10', 'Perfect Amethyst'), ('1', 'Balanceblade'), ('3', 'Astral Shard'), ('10', 'Lightning Bats'), ('1', 'Stormblade')]
Hoppers Claw of Verglas|http://www.wizard101central.com/wiki/Item:Hopper%27s_Claw_of_Verglas|Promethean Crafter|036:40:00|Equipment Crafting Station|Wozina the EdgeCutter|5,418|[('4', 'Steal Ward'), ('3', 'Aether'), ('4', 'Black Pearl'), ('10', 'Perfect Sapphire'), ('1', 'Balanceblade'), ('3', 'Astral Shard'), ('10', 'Snow Serpent'), ('1', 'Iceblade')]
Hoppers Edge of Extinction|http://www.wizard101central.com/wiki/Item:Hopper%27s_Edge_of_Extinction|Promethean Crafter|036:40:00|Equipment Crafting Station|Wozina the EdgeCutter|5,420|[('4', 'Empower'), ('5', 'Scrap Iron'), ('4', 'Black Pearl'), ('10', 'Perfect Onyx'), ('1', 'Balanceblade'), ('3', 'Astral Shard'), ('10', 'Ghoul'), ('1', 'Deathblade')]
Horn of the Unicorn|http://www.wizard101central.com/wiki/Item:Horn_of_the_Unicorn|Apprentice Crafter|008:35:00|Basic Crafting Station|Felicia Worthington|638|[('1', 'Jade'), ('4', 'Glass Vial'), ('8', 'Scrap Iron'), ('10', 'Ore')]
Horn-Handled Knife|http://www.wizard101central.com/wiki/Item:Horn-Handled_Knife|Legendary Artisan|036:40:00|Equipment Crafting Station|Shane MacGobhann|4,540|[('7', 'Ghost Fire'), ('10', 'Pristine Vial'), ('12', 'Fossil'), ('12', 'Water Lily'), ('12', 'Ancient Scroll'), ('10', 'Acorn'), ('8', 'Ectoplasm'), ('5', 'Fish Fin')]
Immortal Blade|http://www.wizard101central.com/wiki/Item:Immortal_Blade|Adept Crafter|007:15:00|Equipment Crafting Station|Balthazar Dragonthorn|531|[('2', 'Ruby'), ('2', 'Jade'), ('3', 'Glass Vial'), ('15', 'Acorn'), ('20', 'Frost Flower')]
Imperial Blade|http://www.wizard101central.com/wiki/Item:Imperial_Blade|Adept Crafter|014:15:00|Equipment Crafting Station|Balthazar Dragonthorn|1,063|[('4', 'Sapphire'), ('3', 'Ruby'), ('6', 'Glass Vial'), ('15', 'Fossil'), ('20', 'Deep Mushroom')]
Inspirational Blade|http://www.wizard101central.com/wiki/Item:Inspirational_Blade|Adept Crafter|014:15:00|Equipment Crafting Station|Balthazar Dragonthorn|1,063|[('4', 'Jade'), ('3', 'Citrine'), ('6', 'Glass Vial'), ('15', 'Nightshade'), ('20', 'Ore')]
Knife of Amendment|http://www.wizard101central.com/wiki/Item:Knife_of_Amendment|None|000:50:00|Basic Crafting Station|Eudora Tangletree|64|[('2', 'Jade'), ('4', 'Black Coal'), ('2', 'Cat Tail'), ('2', 'Deep Mushroom')]
Knights Blade|http://www.wizard101central.com/wiki/Item:Knight%27s_Blade|Legendary Artisan|036:40:00|Equipment Crafting Station|Shane MacGobhann|4,540|[('7', 'Ghost Fire'), ('10', 'Pristine Vial'), ('7', 'Fossil'), ('20', 'Water Lily'), ('12', 'Ancient Scroll'), ('10', 'Acorn'), ('8', 'Ectoplasm'), ('5', 'Fish Fin')]
Lifebringers Athame|http://www.wizard101central.com/wiki/Item:Lifebringer%27s_Athame|Novice|002:00:00|Basic Crafting Station|Wul'yahm|149|[('4', 'Jade'), ('3', 'Shadow Oil'), ('5', 'Deep Mushroom'), ('6', 'Stone Block')]
Lion Kings Razor Claw|http://www.wizard101central.com/wiki/Item:Lion_King%27s_Razor_Claw|Legendary Artisan|036:40:00|Equipment Crafting Station|Koyate Ghostmane|4,240|[('5', 'Ghost Fire'), ('8', 'Pristine Vial'), ('15', 'Aquamarine'), ('15', 'Acorn'), ('12', 'Ancient Scroll')]
Mandibles of Maelstroms|http://www.wizard101central.com/wiki/Item:Mandibles_of_Maelstroms|Promethean Crafter|036:40:00|Equipment Crafting Station|Wozina the EdgeCutter|4,975|[('2', 'Extraordinary'), ('3', 'Aether'), ('4', 'Black Pearl'), ('20', 'Amethyst'), ('15', 'Bronze Gear'), ('3', 'Astral Shard'), ('10', 'Pristine Vial'), ('1', 'Polymorph Elemental (Storm)')]
Mantis Slicer of Assurance|http://www.wizard101central.com/wiki/Item:Mantis_Slicer_of_Assurance|Promethean Crafter|036:40:00|Equipment Crafting Station|Wozina the EdgeCutter|5,048|[('2', 'Extraordinary'), ('4', 'Agave Nectar'), ('4', 'Black Pearl'), ('20', 'Jade'), ('15', 'Simple Vial'), ('3', 'Astral Shard'), ('10', 'Fish Fin'), ('1', 'Polymorph Treant')]
Mantis Thorn of Deception|http://www.wizard101central.com/wiki/Item:Mantis_Thorn_of_Deception|Promethean Crafter|036:40:00|Equipment Crafting Station|Wozina the EdgeCutter|4,918|[('2', 'Extraordinary'), ('5', 'Scrap Iron'), ('4', 'Black Pearl'), ('20', 'Peridot'), ('15', 'Leather Straps'), ('3', 'Astral Shard'), ('10', 'Pearl'), ('2', 'Buff Minion')]
